detect T,t_detect,keypoints,descr T,t_extract,matches,t_match,ttc_camera,ttc_lidar,t_total,imgNumber
SIFT,120.018,1915,FREAK,74.6394,1706,9.7575,11.5799,12.5156,204.415,0001
SIFT,134.581,1824,FREAK,73.6911,1709,10.2347,13.0746,12.6142,218.507,0002
SIFT,117.915,1837,FREAK,74.2663,1647,9.80951,12.9336,14.091,201.991,0003
SIFT,123.105,1828,FREAK,73.6556,1668,12.5915,19.6959,16.6894,209.352,0004
SIFT,125.359,1877,FREAK,75.9175,1659,8.83217,13.5617,15.9082,210.109,0005
SIFT,125.059,1931,FREAK,75.0244,1686,10.0573,11.0117,12.6787,210.14,0006
SIFT,129.165,1964,FREAK,75.2901,1723,10.1973,14.3186,11.9844,214.653,0007
SIFT,125.38,1954,FREAK,75.566,1745,10.2166,12.6281,13.1241,211.163,0008
SIFT,122.256,1984,FREAK,83.0103,1743,10.4242,15.2314,13.0241,215.691,0009
SIFT,130.275,2046,FREAK,75.3906,1761,10.2668,9.8726,11.1746,215.932,0010
SIFT,124.008,2065,FREAK,77.1311,1782,10.9069,11.2887,12.8086,212.046,0011
SIFT,122.052,2007,FREAK,75.5039,1856,11.9874,10.5843,8.95978,209.543,0012
SIFT,128.326,2030,FREAK,75.3608,1790,11.0475,9.13496,9.96439,214.734,0013
SIFT,119.103,2048,FREAK,75.7069,1822,11.0414,9.44163,9.59863,205.852,0014
SIFT,120.062,2044,FREAK,80.5515,1834,11.3362,9.07081,8.57352,211.949,0015
SIFT,127.961,2086,FREAK,75.9038,1856,11.0101,9.65444,9.51617,214.875,0016
SIFT,137.237,2094,FREAK,76.176,1874,11.6534,8.69153,9.54658,225.066,0017
SIFT,130.089,2159,FREAK,76.6515,1861,10.441,9.01258,8.3988,217.181,0018
SIFT,99.6972,1915,SIFT,95.5229,1890,13.0948,11.6591,12.5156,208.315,0001
SIFT,98.8294,1824,SIFT,97.9675,1915,12.5652,13.454,12.6142,209.362,0002
SIFT,96.9634,1837,SIFT,96.112,1824,11.6127,13.502,14.091,204.688,0003
SIFT,97.6742,1828,SIFT,95.3467,1837,11.9479,18.8355,16.6894,204.969,0004
SIFT,132.353,1877,SIFT,119.324,1828,13.0875,16.7699,15.9082,264.764,0005
SIFT,120.799,1931,SIFT,124.546,1877,13.7248,11.0807,12.6787,259.07,0006
SIFT,101.243,1964,SIFT,99.019,1931,13.1091,13.0855,11.9844,213.371,0007
SIFT,111.688,1954,SIFT,105.03,1964,13.0211,17.4456,13.1241,229.74,0008
SIFT,105.127,1984,SIFT,100.838,1954,13.1131,13.7502,13.0241,219.078,0009
SIFT,104.016,2046,SIFT,98.0847,1984,14.1403,11.9306,11.1746,216.241,0010
SIFT,101.664,2065,SIFT,98.4974,2046,14.4126,14.2475,12.8086,214.574,0011
SIFT,102.915,2007,SIFT,98.1858,2065,14.2428,11.3015,8.95978,215.344,0012
SIFT,96.8522,2030,SIFT,97.2803,2007,13.2548,8.92239,9.96439,207.387,0013
SIFT,116.318,2048,SIFT,100.654,2030,14.064,9.5125,9.59863,231.036,0014
SIFT,99.9303,2044,SIFT,98.1409,2048,19.0432,9.77476,8.57352,217.114,0015
SIFT,107.511,2086,SIFT,98.1818,2044,14.715,9.1331,9.51617,220.408,0016
SIFT,119.137,2094,SIFT,107.373,2086,15.1412,8.56019,9.54658,241.651,0017
SIFT,101.584,2159,SIFT,97.7695,2094,15.3866,9.14498,8.3988,214.74,0018
AKAZE,73.3982,1541,BRIEF,7.60867,1513,6.23364,13.3774,12.5156,87.2405,0001
AKAZE,82.1964,1529,BRIEF,7.6489,1541,6.3901,15.1976,12.6142,96.2354,0002
AKAZE,69.8657,1561,BRIEF,7.7171,1529,6.49903,13.1413,14.091,84.0818,0003
AKAZE,89.0886,1545,BRIEF,7.70164,1561,7.09131,14.5957,16.6894,103.882,0004
AKAZE,72.8601,1526,BRIEF,7.63096,1545,6.37717,15.604,15.9082,86.8682,0005
AKAZE,84.9948,1566,BRIEF,8.8396,1526,7.46126,13.6406,12.6787,101.296,0006
AKAZE,105.817,1529,BRIEF,9.30026,1566,7.69455,15.7392,11.9844,122.812,0007
AKAZE,96.8027,1547,BRIEF,9.38475,1529,7.14702,14.46,13.1241,113.334,0008
AKAZE,83.6977,1572,BRIEF,7.72489,1547,6.40552,14.1136,13.0241,97.8281,0009
AKAZE,77.6389,1567,BRIEF,7.67182,1572,6.55864,11.8964,11.1746,91.8694,0010
AKAZE,79.2618,1538,BRIEF,7.57205,1567,6.56598,13.0259,12.8086,93.3998,0011
AKAZE,86.4495,1513,BRIEF,7.47553,1538,6.16085,12.1682,8.95978,100.086,0012
AKAZE,74.8365,1538,BRIEF,7.49392,1513,6.4573,10.2485,9.96439,88.7877,0013
AKAZE,74.5973,1555,BRIEF,7.64308,1538,6.36862,10.1261,9.59863,88.609,0014
AKAZE,96.3043,1544,BRIEF,9.27276,1555,6.59667,9.39056,8.57352,112.174,0015
AKAZE,82.9439,1563,BRIEF,9.41505,1544,7.22845,10.1458,9.51617,99.5874,0016
AKAZE,96.3248,1561,BRIEF,8.26663,1563,6.70127,9.53868,9.54658,111.293,0017
AKAZE,84.033,1569,BRIEF,7.85465,1561,6.12256,9.20622,8.3988,98.0102,0018
AKAZE,81.9461,1541,ORB,17.2632,1510,6.51839,13.2771,12.5156,105.728,0001
AKAZE,78.5425,1529,ORB,16.9867,1539,10.3627,14.5743,12.6142,105.892,0002
AKAZE,85.3383,1561,ORB,17.5458,1526,8.22618,13.2589,14.091,111.11,0003
AKAZE,95.0155,1545,ORB,20.8467,1559,7.48819,14.3818,16.6894,123.35,0004
AKAZE,87.7939,1526,ORB,21.2571,1540,6.9524,15.9471,15.9082,116.003,0005
AKAZE,106.615,1566,ORB,20.5565,1522,6.03686,14.1462,12.6787,133.208,0006
AKAZE,81.3403,1529,ORB,17.4861,1558,6.03676,15.8057,11.9844,104.863,0007
AKAZE,127.334,1547,ORB,27.4734,1527,7.21032,14.2606,13.1241,162.017,0008
AKAZE,79.6262,1572,ORB,18.2785,1541,6.81875,13.4231,13.0241,104.723,0009
AKAZE,77.1984,1567,ORB,17.3641,1567,6.33027,11.4554,11.1746,100.893,0010
AKAZE,80.4512,1538,ORB,17.5562,1562,6.01365,12.329,12.8086,104.021,0011
AKAZE,88.1754,1513,ORB,16.9206,1529,6.383,11.7114,8.95978,111.479,0012
AKAZE,76.6736,1538,ORB,24.5874,1510,7.34279,10.7927,9.96439,108.604,0013
AKAZE,96.8013,1555,ORB,17.7109,1532,6.82799,10.4936,9.59863,121.34,0014
AKAZE,86.558,1544,ORB,17.5063,1547,6.27816,9.87759,8.57352,110.342,0015
AKAZE,80.0745,1563,ORB,16.9568,1534,8.20642,10.2919,9.51617,105.238,0016
AKAZE,83.5559,1561,ORB,17.1732,1553,6.87534,9.0207,9.54658,107.604,0017
AKAZE,79.57,1569,ORB,17.4651,1556,6.27912,8.78254,8.3988,103.314,0018
AKAZE,83.9537,1541,FREAK,64.23,1513,7.86823,12.773,12.5156,156.052,0001
AKAZE,72.9138,1529,FREAK,58.937,1541,7.43302,14.0761,12.6142,139.284,0002
AKAZE,79.2727,1561,FREAK,59.5244,1529,12.5491,13.8617,14.091,151.346,0003
AKAZE,75.2304,1545,FREAK,63.2033,1561,7.81968,13.9647,16.6894,146.253,0004
AKAZE,76.002,1526,FREAK,60.3947,1545,7.42769,15.0307,15.9082,143.824,0005
AKAZE,98.6162,1566,FREAK,62.2136,1526,7.89261,14.0178,12.6787,168.722,0006
AKAZE,74.4988,1529,FREAK,59.4571,1566,7.35611,15.6927,11.9844,141.312,0007
AKAZE,100.391,1547,FREAK,62.0714,1529,8.97007,14.1263,13.1241,171.433,0008
AKAZE,90.4954,1572,FREAK,64.9525,1547,8.68815,13.492,13.0241,164.136,0009
AKAZE,103.768,1567,FREAK,63.9361,1572,8.68768,11.7422,11.1746,176.392,0010
AKAZE,81.8904,1538,FREAK,59.1391,1567,7.89279,12.1539,12.8086,148.922,0011
AKAZE,80.5244,1513,FREAK,59.7353,1538,7.1953,10.8273,8.95978,147.455,0012
AKAZE,86.7231,1538,FREAK,73.1326,1513,7.57964,10.867,9.96439,167.435,0013
AKAZE,86.8695,1555,FREAK,72.6554,1538,7.92869,9.97189,9.59863,167.454,0014
AKAZE,92.9232,1544,FREAK,74.0774,1555,8.86536,9.29286,8.57352,175.866,0015
AKAZE,81.0644,1563,FREAK,76.5393,1544,8.25216,9.66433,9.51617,165.856,0016
AKAZE,88.2019,1561,FREAK,73.7885,1563,15.285,9.57175,9.54658,177.275,0017
AKAZE,87.1546,1569,FREAK,74.7879,1561,8.80262,8.9504,8.3988,170.745,0018
AKAZE,76.569,1541,SIFT,34.3297,1513,8.01234,12.5484,12.5156,118.911,0001
AKAZE,84.0941,1529,SIFT,36.6061,1541,7.91537,14.4749,12.6142,128.616,0002
AKAZE,78.3466,1561,SIFT,34.6719,1529,8.1224,13.4142,14.091,121.141,0003
AKAZE,85.8432,1545,SIFT,36.4479,1561,8.30342,14.4597,16.6894,130.595,0004
AKAZE,94.6956,1526,SIFT,34.8597,1545,7.68785,15.8694,15.9082,137.243,0005
AKAZE,85.4182,1566,SIFT,35.9134,1526,8.35424,13.7241,12.6787,129.686,0006
AKAZE,93.0587,1529,SIFT,39.7598,1566,8.23853,15.6927,11.9844,141.057,0007
AKAZE,104.343,1547,SIFT,37.2475,1529,13.3989,13.5677,13.1241,154.989,0008
AKAZE,98.1606,1572,SIFT,37.22,1547,8.32951,13.9329,13.0241,143.71,0009
AKAZE,77.3183,1567,SIFT,35.236,1572,8.23307,11.6422,11.1746,120.787,0010
AKAZE,82.7421,1538,SIFT,34.2298,1567,8.06891,12.3548,12.8086,125.041,0011
AKAZE,86.3707,1513,SIFT,35.6771,1538,7.79656,11.2516,8.95978,129.844,0012
AKAZE,85.3754,1538,SIFT,35.8997,1513,7.75085,10.958,9.96439,129.026,0013
AKAZE,77.7706,1555,SIFT,36.12,1538,8.63511,10.0729,9.59863,122.526,0014
AKAZE,85.8911,1544,SIFT,36.3995,1555,8.08935,10.5771,8.57352,130.38,0015
AKAZE,83.4645,1563,SIFT,37.9198,1544,8.9486,9.81549,9.51617,130.333,0016
AKAZE,78.4964,1561,SIFT,40.0621,1563,7.71618,9.02093,9.54658,126.275,0017
AKAZE,99.2494,1569,SIFT,35.509,1561,9.01433,8.91068,8.3988,143.773,0018
AKAZE,73.7188,1541,AKAZE,69.2608,1513,7.68678,12.4559,12.5156,150.666,0001
AKAZE,73.4567,1529,AKAZE,62.2964,1541,7.56403,14.7901,12.6142,143.317,0002
AKAZE,76.6453,1561,AKAZE,59.6977,1529,7.33659,12.949,14.091,143.68,0003
AKAZE,67.6077,1545,AKAZE,62.6668,1561,7.38994,14.6163,16.6894,137.664,0004
AKAZE,92.7345,1526,AKAZE,58.9217,1545,7.28864,16.4067,15.9082,158.945,0005
AKAZE,73.021,1566,AKAZE,66.8096,1526,6.73973,13.2509,12.6787,146.57,0006
AKAZE,76.7102,1529,AKAZE,72.6807,1566,6.93416,15.2119,11.9844,156.325,0007
AKAZE,84.4596,1547,AKAZE,68.249,1529,6.6312,14.5567,13.1241,159.34,0008
AKAZE,77.8697,1572,AKAZE,75.1968,1547,7.1859,14.1308,13.0241,160.252,0009
AKAZE,73.9862,1567,AKAZE,61.9271,1572,7.26973,11.5876,11.1746,143.183,0010
AKAZE,83.3677,1538,AKAZE,74.9503,1567,7.61133,12.1869,12.8086,165.929,0011
AKAZE,76.4751,1513,AKAZE,69.4938,1538,7.32394,11.274,8.95978,153.293,0012
AKAZE,70.4853,1538,AKAZE,60.1309,1513,6.80601,10.6701,9.96439,137.422,0013
AKAZE,73.9976,1555,AKAZE,81.8815,1538,6.89209,10.4339,9.59863,162.771,0014
AKAZE,87.7106,1544,AKAZE,69.872,1555,7.84389,10.5929,8.57352,165.427,0015
AKAZE,93.5006,1563,AKAZE,93.0015,1544,7.43961,10.0939,9.51617,193.942,0016
AKAZE,80.7697,1561,AKAZE,77.6201,1563,8.17596,9.35968,9.54658,166.566,0017
AKAZE,86.2762,1569,AKAZE,75.5366,1561,6.8525,9.00572,8.3988,168.665,0018
